Message,sentimen_bert,sentimen_vader
ron 95 paling pas soal di tengahtengah,positive,neutral
kok lebih ramah lingkung min,neutral,neutral
beda apa sama pertamax biasa,negative,neutral
ada jogja,neutral,neutral
knp pake pertamax green,neutral,neutral
ikut kak,neutral,neutral
cara cek menang belah mana min,neutral,neutral
min aku loading terus pas mau buka main apa pake wifi,negative,neutral
saran aja kalo mau ikut minimal punya poin banyak kalo ngandelin gratis cukup buat ngejar poin papan atas,positive,positive
gue maen bareng ponakan seru banget jadi gregetan haha,positive,positive
arti tiap minggu menang donk,neutral,neutral
tiap leaderboard nya bedabeda buat solo sama multiplayer malah satu,neutral,neutral
lumayan seru pada gabut wkwk,positive,neutral
ken main bareng tidak temennya hhmm,negative,neutral
buat ios min,neutral,neutral
cocok bangetttt bwt suka isi bensin up to 20 liter,positive,neutral
buat roda,neutral,neutral
masuk beli pertamax green kak,neutral,neutral
spesial jumat berkah,positive,neutral
arti dapat ulang min,neutral,neutral
sore anter isi bensin yaak,neutral,negative
oceeeee pulang kerja lngsung isi full,negative,neutral
ini di semua spbu,negative,neutral
gue nunggu besok aja buat dapetin double poin xixixixi,neutral,neutral
mulai drag nya jam brpa min,neutral,negative
souljah malam senin bukan min,negative,neutral
souljah band favorit ku,positive,neutral
udah hadir dong,negative,neutral
temenin aku dong a indrawan76 mau kesini akutuuuu,neutral,neutral
besok mau kesana bareng gebetan,negative,neutral
jadi tumpang aja gel kalo macet nyupir,negative,neutral
wartidak tasik hayu rapat urang ramekeuuunnnnn,positive,neutral
thank you tutorial,positive,positive
thank you tutorial,positive,positive
happy weekend min,positive,positive
besok bakal double poin,negative,neutral
healing dulu healing,neutral,neutral
besok libur sirkuit wiriadinata,neutral,neutral
paling penting pas macet kudu ektra sabar,positive,neutral
honda beat nyimak,neutral,neutral
jalan ya enak,positive,neutral
yuk seru2an bareng kawan,positive,neutral
min bole bawa anakanak,neutral,neutral
beneran gratis 100 nihh hehe,positive,positive
nanti kolaborasi souljah bareng pas band,positive,neutral
besok arti kak,neutral,neutral
kalo dapet hadiah gede gitu kena pajak kak,neutral,neutral
enakkkk kalo dapat gratis an,positive,positive
satu kupon berapa poin,neutral,neutral
optimis aja dulu hhehe,negative,neutral
minta tips biar menang kakkk,neutral,neutral
ken bawa pulang mobil biar enak kalo mau jalan2,neutral,neutral
kupon gw lumayan banyak motidak aja hoki,positive,neutral
ikut banyak bangetttt,positive,neutral
periode kali gue menang,neutral,neutral
panas banget kak seruuuuu,positive,neutral
aku sore aja kesana min,neutral,negative
im coming pertamax drag fast,positive,negative
klo mau nonton cukup nunjukin mypertamina aja,neutral,neutral
1930 siap rapat,neutral,neutral
sy dr cicalentidak mau otw kesana,negative,neutral
gassss atuh aa,positive,neutral
besok ada,negative,neutral
cara liat pom bensin support bayar cashless gimana kak,neutral,positive
ehh beneran double points,negative,neutral
jadi ken pake mypertamina,neutral,neutral
rumah aja soal macet,negative,neutral
libur tempat deket2 aja lah kuliner,positive,neutral
emang buat apa sih poin kak,negative,neutral
depan laptop lanjut stel drakor,neutral,neutral
min batas maksimal isi berapa liter hari nya,neutral,neutral
kota mana aja sudah sedia,neutral,neutral
beda sama temen gw mau minjem doang hufftt,negative,neutral
magelang ada nih,negative,neutral
bau nya enak wangyy,positive,neutral
tanya voucher bbm bisa dipake aja kan,neutral,neutral
isi 10 liter berapa poin kak,neutral,neutral
green ungu hehehe,positive,neutral
beat siap coba,negative,neutral
besok ada drag race min,neutral,negative
slalu pilih fast track biar cepet,positive,neutral
weekend skrng slalu ku nanti,positive,neutral
fix temen idam,neutral,neutral
temen kayak gitu mah wajib tahan,neutral,neutral
tambah pilih dana pilih bayar,neutral,neutral
minimal kalo balik bawain makan fav,neutral,positive
jarang banget paling ad dateng pas mau nya,negative,neutral
tetep bakal milih pertamax turbo,neutral,neutral
klo mau isi green apa bensin belum kosong,neutral,neutral
siap isi full tank kalo pertamax green masuk pamekasan,neutral,neutral
lets green the world,positive,neutral
mending pertamax turbo sekali sih lebih ramah lingkung udah masuk spesifikasi standar euro 4,positive,neutral
jangan tinggal poko,negative,neutral
jangan tinggal pokok,negative,neutral
souljah slalu hati,positive,neutral
ken nonton tp jauh,negative,neutral
renunian barudak well,positive,positive
ken nyobain simulator motogp nya aja,positive,neutral
bazar otomotif ngga,neutral,neutral
neng liat motor di modif2 gituu,negative,neutral
yakali ayo,positive,neutral
kayak bakal seru nih,positive,neutral
kalo tazik mahh gass atuh min,negative,neutral
dah gel banget rasa kak sumpek ken jalanjalan jauhh,negative,neutral
papa ku minta beliin tiket motogp mandalika,neutral,neutral
ken beli paket bundling gak,negative,neutral
lumayan banget voucher sama bonus poin,positive,positive
beliin tiket wkwkwk,neutral,neutral
open tiket motogp sampe tgl brp min,neutral,neutral
gak berani kalo sendiri mesti temennya,negative,neutral
nabung dlu kak,neutral,neutral
ken main pantai dehh,positive,neutral
bahan bakar paling murah di indo tpi hasil paling rendah jutidak di indo,positive,neutral
next time minn id,negative,neutral
sy lokasi tasik paling pas soal sama2 deket akses dr jabodetabek sama jateng,positive,neutral
selamat buat menang,positive,neutral
walaupun ikut hadir asa banget atmosfer,positive,neutral
next bakal lagi gak,negative,neutral
salut kasih panggung tuk yang hobi otomotif,neutral,neutral
jadiin event tahun laahh hehe,neutral,neutral
masa burn out nya luar starnya dalam kan mekanisme burnout lekat tembak star wkwkw panitia gmn,neutral,neutral
klo mau ikut nebeng minimal gantiin nyetirnya lah,neutral,neutral
gak pake mandiri kalo buat bca,neutral,neutral
promo buat bayar linkaja enggak kak,neutral,neutral
coba pake ovo lumayan cashback 15k,positive,neutral
ngebantu banget biar jajan gratis hihihihi,positive,positive
minnn cek dm,neutral,neutral
lebih untung kalo bbm isi sama temen,positive,neutral
minjem motor tangki full pas dipulangin udah stengah temen rasa gaenaknya udah buwang jauh,negative,neutral
teman said buat kamu bahagia,positive,neutral
hahahah ak bgt,positive,neutral
lah suka nebeng tau diri dikit,positive,neutral
kadang si doi mau dong patungan,neutral,neutral
poin sudah habis,negative,neutral
thanks kak jadi lebih semangat ngumpulin points,positive,positive
point ku cuma 20 point ku cuma 20,neutral,neutral
kapan triple poin,neutral,neutral
baru aja nuker poin buat redeem kupon undi,neutral,neutral
iseng tuker poin malah jadi tagih pake mypertamina,negative,neutral
tidak voucher gofood,neutral,neutral
1 akun bs semua reedem,negative,neutral
hbis nyuci motor lebih asa,negative,neutral
sumpah recommended banget buat motor keluar baru,positive,positive
bukan banyak gaya tp sehat mesin nomor satu,positive,neutral
mantap siihh kalo di isi full,positive,neutral
klo pergi jauh mending pertamax lebih enak lebih irit jutidak a,positive,neutral
penting rajin servis rutin,positive,neutral
asliee ngab gw tipe org cari aman,negative,neutral
balik ke kompresi mesin booos,neutral,neutral
gantung isi dompet kalo,neutral,neutral
tari nya enteng lebih irit jutidak drpda subsidi,positive,neutral
helm full face tipe apa,negative,neutral
jogja pertamax turbo sering cepet abis,negative,neutral
kalo gua si penting isi full tank bg,neutral,neutral
jaket andal cowok hitam,positive,neutral
pasti lampu sein klakson fungsi baik jtidak salah satu penting,positive,neutral
bawa kunci kunci bang kan takut trouble,negative,negative
duit paling wajib mah ngab,neutral,neutral
kalo cuman buat motor santai perlu pake lengkap lengkap jutidak ngtidak min,negative,neutral
bayar pake mypertamina jan lupa,neutral,neutral
gw ojol jarak tempuh 150230 kilometer masuk touring katidak sihh,neutral,neutral
kamu kemarin kan nanyain tiket motogp,neutral,neutral
order zona b,negative,neutral
kok hartidak naik kenapa min,negative,neutral
umum menang om,neutral,neutral
ikut terus tidak pernah menang,negative,neutral
gak smartphone kak,negative,neutral
sistem macem mana undi,negative,neutral
tunggu event lanjut,positive,neutral
adakan drag race jogja,neutral,negative
dunia otomotif pernah padam,neutral,neutral
emas jtidak gapapa deh asal dapat voucher,negative,neutral
mau tiket libur,neutral,neutral
untung banget bisa bawa pulang motor yamaha nmax,positive,neutral
muluk2 dapat voucher bbm aja neng,neutral,neutral
kupon gw lumayan bnyk yaakaaaliii ke mention,positive,neutral
doain gue biar menang min,positive,neutral
selamat buat jawara,positive,neutral
always support min,positive,positive
temu banyak komunitas tiap daerah rasa nanonano,positive,neutral
dr sini gw kenal org kuningan,neutral,neutral
gila atmosfer menyalaaaaaaa,positive,neutral
candu sama wangi pertamax,positive,neutral
mesin jadi mulus kwkw,positive,neutral
fast track bolo,positive,neutral
emg enak aja bawa bjiir,positive,neutral
privilege antri pertamax bener ada sih,negative,positive
itung2 rawat mesin motor,neutral,neutral
jalanjalan nih enak,positive,neutral
id semotidak tahun depan lagi tasikmalaya,negative,neutral
id betul jadi event tahun tasikmalaya,neutral,neutral
fix no debat,neutral,negative
nah iyaaa kalo peduli sehat mesin pke pertamax,neutral,negative
apa betul emisi gas hasil lebih rendah,negative,neutral
berapa hartidak pertamax green bosque,neutral,neutral
beda apa sama biasa,negative,neutral
ahh bener pak rt,positive,neutral
isengiseng hadiah nama,neutral,neutral
tuh gue coba,negative,neutral
mau atuh voucher bbm,neutral,neutral
tiap minggu arti bedabeda menang,neutral,neutral
lebih seru main multiplayer jadi mabar,positive,neutral
min semarang ada y,neutral,neutral
dukung energi hijau,positive,neutral
doi n pertamax green bisa beda sma2 bikin care,neutral,positive
smtidak segera hadir pacitan,negative,neutral
berani mention kak dah punya hidup masingmasing skrng wkwkwk,neutral,neutral
pertamax green kalo dipake jangka panjang amankn,positive,neutral
bikin nyaman tentu sampe pelamin cuack,positive,neutral
pernah menang ikut,positive,neutral
cuman buat 10 besar aja min,negative,neutral
semua masingmasing 100rb,neutral,neutral
bagaimana cara motor isi pertamax sampe 250000,neutral,neutral
baru sadar hari jumat akhir bulan agustus,negative,neutral
gamau tau panjang smpe september wkwk,negative,neutral
maksimal beli berapa liter,neutral,neutral
the ultimate ride,negative,neutral
siaap icibos langsung luncur spbu,neutral,neutral
tetep poin kan,neutral,neutral
baru tau program kaya gin,neutral,neutral
id kalo acu hartidak sesuai hartidak minyak dunia waktu hartidak minyak dunia turun masih tetap harga kak arti perintah,negative,neutral
klo beli cash tetep ngtidak y,neutral,neutral
potong kurang tuh harus 2rb per liter hehee,negative,neutral
terima kakasih mimin,positive,neutral
bakal rasa banget kalo beli up to 200rb,negative,neutral
sehat lah kalian juang nafkah keluartidak semotidak selalu jauh marabahaya,positive,neutral
terus knapa buat kalau malam2 gk dinyalain,negative,neutral
bikin silau guna jalan,negative,neutral
ngerti tinggal mobil belum,negative,neutral
terima kasih informasi sangat manfaat,positive,neutral
hayoo kamu 1 suka nyalain kan,positive,neutral
pantes bapak sering matiin lampu kabin pas malamhari,negative,neutral
gue sering nyalain kak soal takut gelap,negative,neutral
stay safe kendara,positive,positive
lampu dim jutidak sangat bahaya guna bijak,negative,neutral
ganti pake lampu led 8 titik 12 titik white jamin engtidak ganggu,neutral,neutral
minimal nonton motogp langsung sekali umur hidup,neutral,neutral
dr dulu bisa sampai min,neutral,neutral
batas beli smpe kapan,neutral,neutral
halo kak seat duduk random or nomor nya kak beli tiket,neutral,neutral
kak cara tukar tiket online ya kk,neutral,positive
hartidak tiket grandstand brapa,neutral,neutral
niat kesana cuman ada temen,negative,neutral
jasa open trip sampe mandalika ngga,negative,neutral
sdh booking bareng sama kawan tinggal berangkat aja hehe,neutral,neutral
bantu jawab random kak,neutral,neutral
biasa venue kak mulai hari jumat,neutral,neutral
bakal datang kalo kasih tiket sama mimin,negative,neutral
apa bakal panjang diskon spesial wekeend,positive,neutral
tjaakeepp kak gw slalu isi full kalo ada duit,neutral,neutral
kupon undi kapan umum kak,neutral,neutral
bulan september lebih banyak promo ya aaa,negative,neutral
besok mau reuni tempat ps kenang masa kecil,neutral,neutral
ngumpul bareng temen komunitas fu majalengka,positive,negative
isi pull tank kak,neutral,neutral
dapat cashbacknya min,neutral,neutral
besok mau jalanjalan pantai dong,negative,neutral
kalo mau bikin org alih pertamax turunin harga jangan terlalu jauh gap dg pertalite,negative,neutral
salam jalur fast track,positive,neutral
paling asa beda pas tari aja sii,negative,neutral
doain tetep istiqomah min,positive,neutral
klo gue sesuai sama isi kantong wkwkwk,neutral,neutral
mending isi turbo sekali welll,negative,neutral
kali gue dukung kak tp kalo kasih lebih banyak promoan,negative,neutral
sdg tunggu pertamax green hadir ngawi,neutral,neutral
tahun 2024 turut gw kasih bbm baik,neutral,neutral
blm kalo bayar pake mypertamina dapat cashback,neutral,neutral
entah knp gue mau paling pertamax,negative,neutral
alhamdulillah terima kasih mimin,positive,neutral
tebak kak bakal lanjut terus,negative,neutral
klo bwt promo hr jumat panjang jtidak min,neutral,neutral
apa cuman di spbu tentu kak,neutral,neutral
aseeekkk gitu dong,negative,neutral
satu user berapa kali apa dibatasin,negative,neutral
mending ambil double poin aja,negative,neutral
jangan lupa bayar pake aplikasi pertamina,neutral,neutral
sabar nunggu hari sabtu,negative,neutral
klo pake ban cacing ngtidak riding jauh wkwk,neutral,negative
rata bikin ban cacing kopling ama skoknya 1,neutral,negative
gue pake ban gambot,neutral,negative
tetep setia ring 17 ban 5090 rata,positive,negative
klo jln kering enak bet kalo jln basah sering mau tebanting,positive,neutral
luncur batas melampauinyad,negative,neutral
sunmori yok bang,neutral,neutral
makin aneh2 aja nih orang orang,negative,neutral
alumni ban irc velg tdr,neutral,negative
spill sarung tangan kak,neutral,neutral
buat anak usia 25th min,neutral,neutral
nabung poin buat tukar merchandise,neutral,neutral
cukup poin kak,positive,neutral
udah pernah tuker hehe,neutral,neutral
kotak ku gada kidzania huhuhuuu,negative,neutral
si kecil happy full,positive,positive
sudah redeem ngtidak redeem,negative,neutral
pake voucher nyata,positive,neutral
anak bakal neng banget ajak main tempat hibur kidzania,positive,neutral
jadi mau nuker poin,neutral,neutral
kalo buat roda lebih bagus pertamax biasa si turbo,positive,neutral
lets go with pertamax turbo,neutral,neutral
gue lebih sering pake pertamax biasa minkuhhh,negative,neutral
mang eaaakkk poin jutidak dapat lebih banyak,positive,neutral
min sy pernah liat spbu warna biru arti apa,neutral,neutral
lebih irit tari enak tangki bersih,positive,neutral
aerox ane di kasih full tank,neutral,neutral
pertamax green kpn dah klaten,neutral,neutral
kaya ngtidak semua pom bensin ya kak,negative,neutral
ada diskon ya,positive,neutral
kalau vario 125 new mending pakai mana bang,neutral,neutral
lengah dikit jelong2,negative,neutral
pertamax green jateng tidak,neutral,neutral
beda sama temen guweh lengah dikit kasih undang,negative,neutral
udah coba sekali isi pertamax green nyata ccok bwt motor beat ku,positive,neutral
gimana rasa pake bahan bakar pertamax green spill dong udah cobain,positive,neutral
klo isi green brp poin kak,neutral,neutral
banyak banget jadwal main minggu hehehe,positive,neutral
green maksud ramah lingkung alias go green kan,neutral,neutral
janji konsisten pakai pertamax green soal manual book minimal pke ron 95,neutral,neutral
pertamax cocok buat org mau satseett alias si paling buruburu,positive,neutral
ngiler banget euy sama hadiah,negative,neutral
usaha ngumpulin kupon semotidak untung,negative,neutral
kapan bisa mobil keceh cumacuma,negative,neutral
beneran dapat bmw 320i gratis,positive,positive
mau banget kalo kasih mah v,neutral,neutral
jadi penisirin wkwkwk,neutral,neutral
besok apa dahh,negative,neutral
ciee main rahasia2an segala sekarang mah,negative,neutral
oke cuzzz download app mypertamina,neutral,neutral
gue udah download aplikasi min,neutral,neutral
siaap noted besok pantengin,negative,neutral
mau kasih hadiah yak ngareeppp,neutral,neutral
jiaaakhhh knp skrng aja sih kasih tau,positive,neutral
download cuman bikin akun perlu ktp gak,neutral,neutral
klo libur asia buat berapa orang,neutral,neutral
tetep aja susah dapetinnya huhuhuuu,negative,neutral
gimana sihh cara kak,negative,neutral
klo menang mobil bakal langsung diananti rumah,neutral,neutral
doain sy bawa pulang eeaaaakk,positive,neutral
diskon 300liter harga 300liter,positive,neutral
syarat apa min,neutral,neutral
syarat jelas pakai pertamax,positive,neutral
kak kan pasti pakai pertamax siapa tahu byrnya pake link aja atau khusus ewallet ap,neutral,neutral
id yah jadi deh,neutral,neutral
okeeee sore mau langsung isi pertamax full,neutral,negative
cuman sekali,negative,neutral
cuman pertamax green aja om bebas penting pertamax,neutral,neutral
mantap langsung kasih diskon dooong,positive,neutral
sayang kalo lewat,positive,neutral
batas sampe kapan,negative,neutral
apresiasi bwt tugas spbu slalu sigap layan sepenuh hati,positive,neutral
enak pke pertamax ribetttt,negative,neutral
selamat hari langgan nasional,neutral,neutral
marco bezzecchi balap motogp team vr46 enduro,neutral,neutral
terima kasih mimin,positive,neutral
selamat hari langgan nasional buat semua,neutral,neutral
yuk triple poin,neutral,neutral
mau jawab j martn kayak mungkin,negative,neutral
hahaha gatau kak kasih tau dong,neutral,positive
gp indonesia oktober,neutral,neutral
cuma tau valentino rossi aja lebih tau,negative,neutral
si guna nomor om,neutral,neutral
mbezzecchi 100 kalo liat dr janggut,negative,neutral
yeaaayy maaciww akaaa,positive,neutral
cek spbu payakumbuh udah support bayar mypertamina kak,neutral,positive
gass langsung isi bahan bakar,neutral,neutral
kapan emang motogp selenggara,neutral,neutral
smtidak pertamax makin jayajayajaya,neutral,neutral
hari langgan promoan dong harus,positive,neutral
marcobez72 rider anggota vr46 academy,neutral,neutral
sama2 kak sering kasih diskon,positive,neutral
gwe kurleb 4th pake pertamax,neutral,neutral
fix mah dr team ducati,neutral,neutral
klo dr siluet sih kayak nya tau deh,neutral,neutral
minta tips biar cepat banyak poin donk,neutral,neutral
kalo voucher grab food ndak,neutral,neutral
wes tuker voucher makan,neutral,neutral
poin dituker sama kupon undi tebar hadiah hehehe,neutral,neutral
terima kasih selalu tani tiap jalan ku,positive,neutral
sukses terus dan tingkat layan,positive,neutral
selamat hari langgan nasional,neutral,neutral
tunggu banjir diskon,positive,neutral
yeeyy selamat hari langgan nasional kak gw sering pake bbm pertamax,neutral,neutral
suka banget sama promo2nya kalo tambah banyak,positive,neutral
saat raya sama pesta poin,neutral,neutral
sukses selalu pertamina,positive,neutral
jadi langgan setia pertamax,positive,neutral
lov u kebon,negative,neutral
otw jajan enak,positive,neutral
paling enak kalo kasih gratis,positive,positive
mau kopi kenang,positive,neutral
ken tshirt poin cukup,positive,neutral
kalo misal tuker topi gitu hadiah kirim,neutral,neutral
habissss poin dipake pertamax turbo ultimate,positive,neutral
min kuningan jabar bisa pake mypertamina blm,neutral,neutral
lumayan seru gabut mau ngapain yeeekan,positive,neutral
papan peringkat main sendiri sama main bareng pisah gabung a,neutral,neutral
pas coba sekali missed terus masaaaaa,negative,negative
makin kreatif aja games nya hehehe,positive,neutral
modal tap tap layar dapat voucher bbm,neutral,neutral
enak pakai pertamax kamu tau riwayat beli bensin kamu tambah poin kamu tuker bensin atau kopi,positive,neutral
harus beli bensin dulu baru tuker bisa tuker aja beli apa,neutral,neutral
duh reng point nya,negative,neutral
request hadiah min,positive,neutral
kalo misal multiplayer arti voucher bagi,neutral,neutral
cuman kasih 2x sempat kalo mau main terus pake 10 poin,neutral,neutral
ping butuh teman mabar,neutral,neutral
saat santai ngopi dulu,positive,neutral
vouchernya masuk email,neutral,neutral
butuh brp poin kalo mau tukar 25k kopi kenang,neutral,neutral
ken worth ya huhu syg poin,positive,positive
okayy thankyouu info,positive,neutral
coba tuker kopi apa,positive,neutral
blm prnh suka sama kopi gatau kl besok,positive,neutral
pas warna hijau biar perfek,positive,neutral
kok pertamax biasa poin sedikit,negative,neutral
what this is,negative,neutral
yaaaelaaah kalo gitu mending isi turbo tiap hari,negative,neutral
sesuai sama harga cokkk v,neutral,neutral
sabtu besok bakal double poin kak,neutral,neutral
arti mending bayar via cashless donkk,neutral,neutral
lets go isi langsung full bensin hehe,neutral,neutral
gasss kumpul poin,neutral,neutral
gue semangat ngumpulin poin grgr ken mobil dr undi,neutral,neutral
lumayan kalo isi pertamax green 7 poin,positive,neutral
bang mas pasalini pakdhe bd tu motor dipinjem buat pajang,neutral,neutral
beat tua ku minum pertamax sng bukti sayang,positive,neutral
cuman wajah aja perlu awat,negative,neutral
gapapa pak kl vespa pake pertamax,neutral,neutral
tjaakeepp kak hahay,positive,neutral
iya h bang asal dompet aman,negative,neutral
satu selera sama gue,negative,neutral
masa kalah sama vespa tua pake pertamax,negative,neutral
memanx bagus bwt mesin,positive,neutral
walaupun motor tua kalo rawat awet,positive,neutral
tua tua keladi makin tua makin jadi,negative,neutral
sirkuit mandalika punya panjang track 43 kamu lebar track 15 m track lurus panjang 723 meter,neutral,neutral
sirkuit mandalika mempunyaipanjang track 43 kamu lebar track 15 m track lurus panjang 723 meter id,neutral,neutral
panjang lintas 431 kmlebar lintas 15 mtracker lurus 723,neutral,neutral
sirkuit pertamina mandalika panjang lintas 431 kmlebar lintas 15 mtruck lurus anjang 723 m,neutral,neutral
sirkuit pertamina mandalika panjang lintas 431 kmlebar lintas 15 mtruck lurus anjang 723 mid,neutral,neutral
sirkuit pertamina mandalika panjang lintas 431 kmlebar lintas 15 mtruck lurus panjang 723 mid,neutral,neutral
sirkuit internasional pertamina mandalika resmi nama pertamina mandalika international circuit letak kawasan ekonomi khusus mandalika mandalika lombok tengah nusa tenggara barat punya panjang lintas 431 kamu 17 tikung lebar lintas 15 m trek lurus panjang 723 midyuklah gasskeun,neutral,neutral
sirkuit internasional pertamina mandalika resmi nama pertamina mandalika international circuit letak kawasan ekonomi khusus mandalika mandalika lombok tengah nusa tenggara barat punya panjang lintas 431 kamu tikung 17 lebar lintas 15 m trek lurus panjang 723 midyuklah gasskeun,neutral,neutral
sirkuit mandalika punya panjang track 43 kamu lebar track 15 m track lurus panjang 723 meter id id,neutral,neutral
panjang lintas 43kamu lebar 15kamu sama track lurus 723m id yuk ikut,neutral,neutral
tahun harus nonton motogp mandalika sirkuit mandalika punya panjang track 43 kamu lebar lintas 15 m track lurus panjang 723 meter id suryaa,neutral,neutral
panjang lintas 4301 kamu lebar lintas 15 m trek lurus panjang 723 m id ikut guys arkartun,neutral,neutral
panjang 4313 kilometer lebar trek 15 meter trek lurus panjang 723 meter yuk ikut isa id jangan luoa,neutral,neutral
panjang 4313 kilometer lebar trek 15 meter trek lurus panjang 723 meter yuk ikut kuis id jangan lupa,neutral,neutral
sirkuit pertamina mandalika milik panjang lintas 43 kamu lebar lintas 15 m track lurus panjang 723 m id yuk bareng lombok nonton pertamina moto gp 2024,neutral,neutral
sirkuit mandalika milik panjang lintas 4301 kamu lebar lintas 15 m track lurus panjang 723 meter id gass cuy ikut,neutral,neutral
sirkuit mandalika punya panjang track 43 kamu lebar track 15 m track lurus panjang 723 m id ikut yuk gais,neutral,neutral
suatu banggan saksi helat akbar motogp mandalika tahun sirkuit teindah dunia punya panjang track 43 kamu lebar lintas 15 mtrack lurus panjang 723 meterenergizing your journey id ard91,neutral,neutral
panjang lintas 43kamu lebar 15kamu sama track luru 723m id ikut yuk a ebhel,neutral,neutral
sirkuit mandalika panjang track 43 kamu lebar track 15 kamu track lurus panjang 723 meter id yuk ikut gais,neutral,neutral
sirkuit mandalika milik panjang lintas 4301 m lebar lintas 15 m track lurus 723 mid yukk ayo 4yu,neutral,neutral
sirkuit mandalika punya track 43kamu lebar 15m track lurus panjang 723m id yuk ikut,neutral,neutral
sirkuit mandalika milik panjang lintas 43 kamu lebar lintas 15 m track lurus 723 mid gaskeuun 4yu,neutral,neutral
panjang track 43 kamu lebar track 15 m track lurus panjang 723 m id gas ikut yuk,neutral,neutral
panjang lintas 431 kmlebar lintas 15 mtracker lurus 723 mid series krw krwg,neutral,neutral
panjang lintas 4301 kamu lebar lintas 15 m track lurus panjang 723 m id yuk gas bondet,neutral,neutral
motogp panjang lintas sirkuit mandalika 431kamu lebar lintas 15m track lurus 723m id yuk ikut kuiz alysa,neutral,neutral
jawab sirkuit mandalika punya panjang track 43 kamu lebar track 15 m track lurus panjang 723 meter jumlah tikung banyak 17 tikung 11 tikung kanan 6 tikung kiri id ayo ikut,neutral,neutral
panjang track 43 kamu lebar lintas track 15 m track lurus panjang 723 m id yuk ikut ade,neutral,neutral
panjang lintas 43 kamu lebar 15kamu track lurus 723m id,neutral,neutral
panjang lintas 4301 kamu lebar lintas 15 m track lurus panjang 723 m id,neutral,neutral
panjang lintas 4301 kmlebar lintas 15 mtrack lurus panjang 723 mid yuk ikutannn,neutral,neutral
panjang lintas 43kamu lebar 15kamu track lurus 723m id ayo ikut gunawan1,neutral,neutral
sirkuit pertamina mandalika milik panjang lintas 4313 kamu lebar lintas 15 m track lurus panjang 723 m id yuliaa,neutral,neutral
panjang lintas 431 kamu milik 17 tikunganlebar lintas 15 m track lurus 723 m id gas gas mas,neutral,neutral
panjang lintas 4301kmlebar lintas 15 mtrack lurus panjang 723 mid,neutral,neutral
panjang lintas 4301 kmlebar lintasan15 m track lurus panjang 723 m id gass boloo zulkarnaiin,neutral,neutral
bismillah lewat id nonton seri ke17 motogp sirkuit bangga indonesiasirkuit pandang sangat istimewa milik nilai homologasi tinggi milik fim jadi pertamina mandalika international circuit gelar bagai ajang balap memilikipanjang lintas 43 kmlebar lintas 15 mtrack lurus panjang 723 mid,positive,neutral
bismillah lewat id nonton seri ke17 motogp sirkuit bangga indonesiasirkuit pandang sangat istimewa milik nilai homologasi tinggi milik fim jadi pertamina mandalika international circuit gelar bagai ajang balap memilikipanjang lintas 43 kmlebar lintas 15 mtrack lurus panjang 723 mid gas,neutral,neutral
panjang lintas 4301 kamu lebar lintas 15 m track lurus panjang 723m id gass lur aqlir rmdnn,neutral,neutral
panjang lintas 4301 kamu lebar lintas 15 m track lurus panjang 723m id bismillah gaass,neutral,neutral
panjang lintas 4301 kamu lebar lintas,neutral,neutral
panjang lintas 4301 kamu lebar lintas 15 m track lurus panjang 723 m id gasskeun,neutral,neutral
panjang lintas 43 kamu lebar lintas 15 kamu track lurus panjang 723 m id ikut yuk ges,neutral,neutral
panjang lintas 43 kamu lebar lintas 15 m track lurus panjang 723 m id yuk ikut ges,neutral,neutral
panjang lintas 4 301 kamu lebar lintas 15 m track lurus panjang 723 m id ikut yuk,neutral,neutral
panjang lintas 431 kamu lebar lintas 15 m track lurus panjang 723 m id yuk ikut yuk saputrajaya,neutral,neutral
panjang lintas 431 kamu lebar 15 m san track lurus panjang 723 meter kalo jawab kamu apa aj dlaw,neutral,neutral
panjang lintas 431 kamu lebar lintas 15 m san track lurus panjang 723 meter jawab jutidak yuk guys zeng09,neutral,neutral
panjang lintas 431 kamu lebar lintas 15 m track lurus panjang 723m id yuk ikut rahmatullah,neutral,neutral
suatu hormat bangga saksi helat akbar motogp mandalika tahun sirkuit indah punya panjang lintas 431 kamu lebar lintas 15 m track lurus panjang 723 meter im very excited id lets join dear my friends,positive,positive
pakai motor carbo udah 10 tahun g pernah panasin,positive,neutral
10 menit aja cukup sy,positive,neutral
sambil geber tetangtidak nih sering kayak gitu mana pake knalpot bising,neutral,neutral
gantung motor injeksi ush panasin ujung2 nya jutidak saran dipanasin 12 menit wkwk,negative,neutral
gua manasin motor 2 jam,neutral,neutral
kalau beat karbu kirakira berapa menit,neutral,neutral
motor gue suka mati kalau diangetin dulu,negative,neutral
gue mau kalo make h2r langsung gas aja dipanasin,neutral,neutral
ko di angetin dulu gw biasa langsung jalan aja,neutral,neutral
mio gua cepat panas ush nunggu panasin,negative,neutral
paling penting pake bahan bakar pertamax duluu,neutral,neutral
inti sih sebenernya disiplin konsisten bang,positive,neutral
keluar jam berapa aja hari rtrt 20 trip anjay nyala dirikuuu,neutral,neutral
jangan pernah cancel order kalo mau gacorrrrr,neutral,negative
validkahkeknya gk rumit bang kalo d grab,positive,neutral
gak tau kak bukan ojol,negative,neutral
gue pake pertamax bukan ojoll,neutral,neutral
pertama doa dulu sama ortupasangan biar makin lancar narik nya,neutral,negative
bromax next bahas pertamax green buat roda empat,neutral,neutral
nice tips nya bromax,neutral,positive
